"","State","County","Poverty_All_Ages_2023","Poverty_Pct_All_Ages_2023","Poverty_0to17_2023","Rural_Urban_Code_2023"
"585","ID","Jefferson County",2657,7.8,956,3
"586","ID","Jerome County",3095,12.3,1053,3
"587","ID","Kootenai County",17137,9.3,4343,3
"588","ID","Latah County",5531,14.3,718,4
"589","ID","Lemhi County",1090,13,258,9
"590","ID","Lewis County",504,13.5,127,8
"591","ID","Lincoln County",653,12.1,215,8
"592","ID","Madison County",8180,20.6,1245,4
"593","ID","Minidoka County",2498,11.2,840,7
"594","ID","Nez Perce County",4600,11,1149,3
"595","ID","Oneida County",491,10,169,8
"596","ID","Owyhee County",1480,11.8,476,2
"597","ID","Payette County",3027,11.2,958,6
"598","ID","Power County",1013,12.4,371,8
"599","ID","Shoshone County",2175,15.7,571,8
"600","ID","Teton County",828,6.6,250,9
"601","ID","Twin Falls County",9789,10.5,3095,3
"602","ID","Valley County",978,7.8,225,9
"603","ID","Washington County",1517,13.5,421,6
"604","IL","Adams County",7631,12.2,1994,5
"605","IL","Alexander County",1193,25.8,384,3
"606","IL","Bond County",1904,13.6,427,1
"607","IL","Boone County",5714,10.8,1930,2
"608","IL","Brown County",626,13.7,122,9
"609","IL","Bureau County",3682,11.4,1012,7
"610","IL","Calhoun County",417,9.9,117,1
"611","IL","Carroll County",1832,12.9,452,9
"612","IL","Cass County",1443,11.6,496,6
"613","IL","Champaign County",30821,16.2,5504,3
"614","IL","Christian County",3649,12.1,990,6
"615","IL","Clark County",1769,12,515,8
"616","IL","Clay County",1903,14.9,558,9
"617","IL","Clinton County",2634,7.5,677,1
"618","IL","Coles County",7529,17.3,1545,5
"619","IL","Cook County",662898,13.2,178292,1
"620","IL","Crawford County",2407,14.2,588,6
"621","IL","Cumberland County",1133,11.2,285,9
"622","IL","DeKalb County",11899,12.5,2721,1
"623","IL","De Witt County",1628,10.8,512,6
"624","IL","Douglas County",1734,9,552,8
"625","IL","DuPage County",59722,6.6,13065,1
"626","IL","Edgar County",2174,13.6,562,6
"627","IL","Edwards County",821,13.9,192,9
"628","IL","Effingham County",3320,9.8,951,7
"629","IL","Fayette County",3186,17,851,6
"630","IL","Ford County",1416,11,440,3
"631","IL","Franklin County",6566,17.9,1832,7
"632","IL","Fulton County",3596,11.8,1032,6
"633","IL","Gallatin County",799,17.5,206,8
"634","IL","Greene County",1570,13.8,440,8
"635","IL","Grundy County",3605,6.8,1096,1
"636","IL","Hamilton County",887,11.3,295,9
"637","IL","Hancock County",2206,13,648,9
"638","IL","Hardin County",679,19.2,182,9
"639","IL","Henderson County",797,13.2,166,9
"640","IL","Henry County",4560,9.6,1279,2
"641","IL","Iroquois County",3165,12.3,877,8
"642","IL","Jackson County",10153,20.7,2218,5
"643","IL","Jasper County",849,9.4,254,9
"644","IL","Jefferson County",5338,15.4,1666,7
"645","IL","Jersey County",2204,10.8,577,1
"646","IL","Jo Daviess County",1849,8.6,420,8
"647","IL","Johnson County",1650,15.2,356,8
"648","IL","Kane County",42685,8.4,13827,1
"649","IL","Kankakee County",11791,11.5,3692,3
"650","IL","Kendall County",7032,5.1,2376,1
"651","IL","Knox County",7324,16.3,2023,4
"652","IL","Lake County",56595,8.2,16794,1
"653","IL","La Salle County",12243,11.6,3559,4
"654","IL","Lawrence County",2314,18.3,553,9
"655","IL","Lee County",3113,10.1,892,6
"656","IL","Livingston County",3711,11.1,1043,6
"657","IL","Logan County",3505,14.4,886,6
"658","IL","McDonough County",4851,19.9,1008,7
"659","IL","McHenry County",19499,6.3,5282,1
"660","IL","McLean County",17831,11,3148,3
"661","IL","Macon County",15303,15.7,5032,3
"662","IL","Macoupin County",5596,13,1483,1
"663","IL","Madison County",28487,11.1,7264,1
"664","IL","Marion County",5696,16,1733,7
"665","IL","Marshall County",1164,10.2,370,2
"666","IL","Mason County",1837,14.9,537,8
"667","IL","Massac County",2380,17.7,827,3
"668","IL","Menard County",1212,10.3,336,3
"669","IL","Mercer County",1497,9.8,429,2
"670","IL","Monroe County",1691,4.9,332,1
"671","IL","Montgomery County",3713,14.7,984,6
"672","IL","Morgan County",4159,13.9,1054,4
"673","IL","Moultrie County",1544,11,466,8
"674","IL","Ogle County",4660,9.2,1335,6
"675","IL","Peoria County",29050,16.8,9106,2
"676","IL","Perry County",3089,17,932,7
"677","IL","Piatt County",1120,6.8,284,3
"678","IL","Pike County",2100,15,682,9
"679","IL","Pope County",587,16.1,107,8
"680","IL","Pulaski County",1065,22.4,350,8
"681","IL","Putnam County",485,8.8,132,8
"682","IL","Randolph County",3225,11.8,871,6
"683","IL","Richland County",1996,13.1,581,7
"684","IL","Rock Island County",20292,14.8,6509,2
"685","IL","St. Clair County",32969,13.4,9639,1
"686","IL","Saline County",4125,18.5,1106,7
"687","IL","Sangamon County",22654,11.9,6814,3
"688","IL","Schuyler County",909,13.7,164,9
"689","IL","Scott County",532,11.4,157,9
"690","IL","Shelby County",2148,10.6,555,8
"691","IL","Stark County",578,11.3,182,2
"692","IL","Stephenson County",5355,12.7,1539,4
"693","IL","Tazewell County",11308,8.9,2829,2
"694","IL","Union County",2568,15.9,645,6
"695","IL","Vermilion County",13422,19.5,4698,4
"696","IL","Wabash County",1527,14.4,392,7
"697","IL","Warren County",1850,12.1,585,6
"698","IL","Washington County",1164,8.7,280,8
"699","IL","Wayne County",1983,12.7,613,9
"700","IL","White County",1910,14.9,542,6
"701","IL","Whiteside County",6080,11.4,1828,4
"702","IL","Will County",49733,7.2,14931,1
"703","IL","Williamson County",10883,16.8,3013,5
"704","IL","Winnebago County",40617,14.7,13023,2
"705","IL","Woodford County",2575,6.9,676,2
"706","IN","Adams County",4074,11.4,1934,6
"707","IN","Allen County",50579,13,17016,2
"708","IN","Bartholomew County",8261,10,2464,3
"709","IN","Benton County",854,9.9,287,3
"710","IN","Blackford County",1839,15.7,484,6
"711","IN","Boone County",3502,4.7,949,1
"712","IN","Brown County",1538,9.9,330,1
"713","IN","Carroll County",1881,9.2,505,3
"714","IN","Cass County",4853,13.1,1406,4
"715","IN","Clark County",11588,9.4,2967,1
"716","IN","Clay County",3280,12.6,943,3
"717","IN","Clinton County",3645,11.4,1189,6
"718","IN","Crawford County",1831,17.7,488,8
"719","IN","Daviess County",3482,10.6,1302,7
"720","IN","Dearborn County",3982,7.9,1009,1
"721","IN","Decatur County",2754,10.6,740,6
"722","IN","De Kalb County",4933,11.3,1278,4
"723","IN","Delaware County",20252,19.4,4036,3
"724","IN","Dubois County",3281,7.7,828,5
"725","IN","Elkhart County",23765,11.7,8343,3
"726","IN","Fayette County",3693,16.1,1010,6
"727","IN","Floyd County",8065,10.2,2274,1
"728","IN","Fountain County",1761,10.6,503,8
"729","IN","Franklin County",2020,8.8,509,1
"730","IN","Fulton County",2215,11,750,7
"731","IN","Gibson County",3541,11,825,6
"732","IN","Grant County",12254,20,3371,4
"733","IN","Greene County",3665,11.9,984,6
"734","IN","Hamilton County",17814,4.8,4090,1
"735","IN","Hancock County",4827,5.7,1143,1
"736","IN","Harrison County",3409,8.6,900,1
"737","IN","Hendricks County",10215,5.6,2625,1
"738","IN","Henry County",5752,12.7,1613,6
"739","IN","Howard County",10491,12.7,3396,3
"740","IN","Huntington County",3160,8.9,943,6
"741","IN","Jackson County",4604,10.1,1497,4
"742","IN","Jasper County",2881,8.7,744,1
"743","IN","Jay County",2652,13.4,1034,6
"744","IN","Jefferson County",3722,12.1,1032,6
"745","IN","Jennings County",3652,13.4,996,6
"746","IN","Johnson County",11813,7.2,3278,1
"747","IN","Knox County",5378,15.7,1307,7
"748","IN","Kosciusko County",7359,9.4,2016,4
"749","IN","Lagrange County",3420,8.4,1335,8
"750","IN","Lake County",70594,14.3,22621,1
"751","IN","La Porte County",14984,14.3,4978,3
"752","IN","Lawrence County",5391,12.1,1504,6
"753","IN","Madison County",16422,13,4685,1
"754","IN","Marion County",148329,15.6,48927,1
"755","IN","Marshall County",4854,10.6,1396,6
"756","IN","Martin County",1282,13.2,347,9
"757","IN","Miami County",4851,15.2,1376,6
"758","IN","Monroe County",22533,17.7,2908,3
"759","IN","Montgomery County",4077,10.9,1262,6
"760","IN","Morgan County",7067,9.8,1869,1
"761","IN","Newton County",1410,10.2,373,1
"762","IN","Noble County",4949,10.6,1221,6
"763","IN","Ohio County",547,9.2,143,1
"764","IN","Orange County",2646,13.7,777,8
"765","IN","Owen County",2645,12.5,742,3
"766","IN","Parke County",2345,15.2,720,8
"767","IN","Perry County",2513,14.3,628,7
"768","IN","Pike County",1281,10.8,368,8
"769","IN","Porter County",15959,9.3,3850,1
"770","IN","Posey County",2315,9.3,610,2
"771","IN","Pulaski County",1376,11.3,386,8
"772","IN","Putnam County",3593,10.8,912,6
"773","IN","Randolph County",3497,14.6,1003,6
"774","IN","Ripley County",2942,10.3,890,6
"775","IN","Rush County",1797,10.8,500,6
"776","IN","St. Joseph County",36928,14.2,11402,2
"777","IN","Scott County",3520,14.5,1065,6
"778","IN","Shelby County",4945,11.2,1261,1
"779","IN","Spencer County",1712,8.7,428,8
"780","IN","Starke County",3019,13.1,931,8
"781","IN","Steuben County",3362,10.2,861,7
"782","IN","Sullivan County",2890,15.6,711,3
"783","IN","Switzerland County",1264,12.8,497,8
"784","IN","Tippecanoe County",29604,17.1,4756,3
"785","IN","Tipton County",1346,9,377,1
"786","IN","Union County",772,11.2,228,8
"787","IN","Vanderburgh County",23903,13.8,6592,2
"788","IN","Vermillion County",1902,12.5,533,3
"789","IN","Vigo County",19591,20.2,4477,3
"790","IN","Wabash County",3472,11.8,836,6
"791","IN","Warren County",802,9.6,222,3
"792","IN","Warrick County",5365,8.3,1308,2
"793","IN","Washington County",3603,13,1113,1
"794","IN","Wayne County",11070,17.3,3333,5
"795","IN","Wells County",2415,8.6,736,2
"796","IN","White County",2665,10.8,861,6
"797","IN","Whitley County",2919,8.5,792,2
"798","IA","Adair County",709,9.8,220,8
"799","IA","Adams County",405,11.6,116,9
"800","IA","Allamakee County",1542,11.1,575,8
"801","IA","Appanoose County",1914,16.1,560,7
"802","IA","Audubon County",555,10.2,162,9
"803","IA","Benton County",2035,8,527,2
"804","IA","Black Hawk County",17837,14.2,4248,3
"805","IA","Boone County",2122,8.2,496,3
"806","IA","Bremer County",1848,7.8,366,3
"807","IA","Buchanan County",1815,8.8,638,6
"808","IA","Buena Vista County",2404,12.2,878,7
"809","IA","Butler County",1105,7.9,284,8
"810","IA","Calhoun County",1059,11.6,303,9
"811","IA","Carroll County",1875,9.3,422,7
"812","IA","Cass County",1913,14.8,545,6
"813","IA","Cedar County",1426,7.9,352,8
"814","IA","Cerro Gordo County",4422,10.7,1142,5
"815","IA","Cherokee County",1125,9.9,335,9
"816","IA","Chickasaw County",1003,8.8,237,8
"817","IA","Clarke County",992,10.5,371,6
"818","IA","Clay County",1700,10.5,545,7
"819","IA","Clayton County",1753,10.5,459,8
"820","IA","Clinton County",6040,13.3,1846,4
"821","IA","Crawford County",1774,11.2,525,7
"822","IA","Dallas County",6592,6,1564,2
"823","IA","Davis County",1055,11.6,419,9
"824","IA","Decatur County",1309,18.3,451,9
"825","IA","Delaware County",1505,8.7,387,8
"826","IA","Des Moines County",5380,14.3,1734,5
"827","IA","Dickinson County",1400,7.9,296,7
"828","IA","Dubuque County",9097,9.6,2208,3
"829","IA","Emmet County",867,9.8,258,7
"830","IA","Fayette County",2542,13.9,688,6
"831","IA","Floyd County",1744,11.5,573,7
"832","IA","Franklin County",1099,11.3,373,9
"833","IA","Fremont County",623,9.8,204,8
"834","IA","Greene County",909,10.7,293,8
"835","IA","Grundy County",815,6.7,185,3
"836","IA","Guthrie County",1053,9.9,283,2
"837","IA","Hamilton County",1231,8.5,386,6
"838","IA","Hancock County",1025,9.9,241,9
"839","IA","Hardin County",1631,10.4,408,6
"840","IA","Harrison County",1414,9.8,427,2
"841","IA","Henry County",2278,12.7,643,6
"842","IA","Howard County",913,9.9,284,8
"843","IA","Humboldt County",903,9.6,262,7
"844","IA","Ida County",624,9.4,214,8
"845","IA","Iowa County",1219,7.6,305,8
"846","IA","Jackson County",1777,9.3,543,6
"847","IA","Jasper County",3461,9.6,971,2
"848","IA","Jefferson County",2055,14.1,466,7
"849","IA","Johnson County",22903,15.5,3131,3
"850","IA","Jones County",2004,10.3,490,2
"851","IA","Keokuk County",1090,11.1,324,8
"852","IA","Kossuth County",1432,10.2,386,7
"853","IA","Lee County",4509,14.4,1260,7
"854","IA","Linn County",22062,9.9,5763,2
"855","IA","Louisa County",1014,9.8,286,8
"856","IA","Lucas County",1185,13.7,429,8
"857","IA","Lyon County",951,7.8,295,8
"858","IA","Madison County",1185,7,275,2
"859","IA","Mahaska County",2480,11.7,726,7
"860","IA","Marion County",2576,8,635,6
"861","IA","Marshall County",4674,12,1564,4
"862","IA","Mills County",1237,8.5,327,2
"863","IA","Mitchell County",948,9.2,322,9
"864","IA","Monona County",1045,12.6,317,8
"865","IA","Monroe County",752,10.2,240,9
"866","IA","Montgomery County",1286,13,396,6
"867","IA","Muscatine County",4852,11.7,1367,4
"868","IA","O'Brien County",1247,9.1,354,7
"869","IA","Osceola County",618,10.5,210,9
"870","IA","Page County",1892,13.8,438,6
"871","IA","Palo Alto County",911,10.7,268,9
"872","IA","Plymouth County",2201,8.7,680,6
"873","IA","Pocahontas County",762,11.1,246,9
"874","IA","Polk County",57161,11.5,18250,2
"875","IA","Pottawattamie County",10542,11.6,3192,2
"876","IA","Poweshiek County",1725,10.3,387,6
"877","IA","Ringgold County",638,14.1,213,9
"878","IA","Sac County",956,10,295,9
"879","IA","Scott County",18741,11,5056,2
"880","IA","Shelby County",1018,8.8,266,8
"881","IA","Sioux County",2330,6.9,627,6
"882","IA","Story County",13147,14.9,1467,3
"883","IA","Tama County",2040,12.3,636,6
"884","IA","Taylor County",763,13,206,9
"885","IA","Union County",1590,13.7,452,6
"886","IA","Van Buren County",1064,14.8,383,9
"887","IA","Wapello County",4716,13.8,1355,5
"888","IA","Warren County",3101,5.8,760,2
"889","IA","Washington County",2097,9.5,706,3
"890","IA","Wayne County",949,14.7,372,9
"891","IA","Webster County",4703,14,1315,5
"892","IA","Winnebago County",1138,11.4,331,9
"893","IA","Winneshiek County",1437,7.9,277,7
"894","IA","Woodbury County",13286,12.9,4271,3
"895","IA","Worth County",662,9.2,192,9
"896","IA","Wright County",1366,11,514,9
"897","KS","Allen County",1918,16,586,7
"898","KS","Anderson County",898,11.6,311,8
"899","KS","Atchison County",1952,13.6,533,6
"900","KS","Barber County",468,11.7,149,9
"901","KS","Barton County",3666,15,1123,7
"902","KS","Bourbon County",2153,15.4,814,6
"903","KS","Brown County",1117,12.2,306,8
"904","KS","Butler County",6040,9.2,1722,2
"905","KS","Chase County",274,11.4,82,8
"906","KS","Chautauqua County",483,14.7,177,9
"907","KS","Cherokee County",2858,15.2,849,3
"908","KS","Cheyenne County",318,12.2,105,9
"909","KS","Clark County",220,12.2,72,9
"910","KS","Clay County",855,11,265,8
"911","KS","Cloud County",1011,12.1,304,7
"912","KS","Coffey County",796,9.8,185,8
"913","KS","Comanche County",193,12.1,64,9
"914","KS","Cowley County",4896,15.2,1601,4
"915","KS","Crawford County",6451,17.3,1616,4
"916","KS","Decatur County",368,13.9,124,9
"917","KS","Dickinson County",1900,10.5,528,6
"918","KS","Doniphan County",870,12.3,236,3
"919","KS","Douglas County",14920,13.3,2011,3
"920","KS","Edwards County",324,12,99,9
"921","KS","Elk County",419,17.1,133,8
"922","KS","Ellis County",4223,15.6,652,5
"923","KS","Ellsworth County",637,12.3,155,9
"924","KS","Finney County",4401,11.9,1656,5
"925","KS","Ford County",3847,11.6,1403,5
"926","KS","Franklin County",2839,11.1,749,6
"927","KS","Geary County",3736,11,1626,3
"928","KS","Gove County",254,9.4,90,9
"929","KS","Graham County",296,12.7,75,9
"930","KS","Grant County",792,11.2,337,7
"931","KS","Gray County",489,8.7,194,9
"932","KS","Greeley County",128,11.1,46,9
"933","KS","Greenwood County",828,14.3,259,8
"934","KS","Hamilton County",279,11.5,105,9
"935","KS","Harper County",756,14.1,271,8
"936","KS","Harvey County",2663,8.2,813,2
"937","KS","Haskell County",386,10.8,153,9
"938","KS","Hodgeman County",169,10.4,47,9
"939","KS","Jackson County",1374,10.5,400,3
"940","KS","Jefferson County",1494,8.3,359,3
"941","KS","Jewell County",343,12.1,103,9
"942","KS","Johnson County",32942,5.3,6957,1
"943","KS","Kearny County",383,10.2,163,9
"944","KS","Kingman County",828,11.9,247,8
"945","KS","Kiowa County",267,12.1,75,9
"946","KS","Labette County",2997,15.5,962,7
"947","KS","Lane County",153,10.2,51,9
"948","KS","Leavenworth County",6431,8.3,1751,1
"949","KS","Lincoln County",339,11.8,97,9
"950","KS","Linn County",1084,11,353,1
"951","KS","Logan County",269,10.2,97,9
"952","KS","Lyon County",4237,13.7,1057,4
"953","KS","McPherson County",2348,8.3,549,7
"954","KS","Marion County",1198,10.9,298,8
"955","KS","Marshall County",895,9.2,262,8
"956","KS","Meade County",368,9.6,136,9
"957","KS","Miami County",2445,7,656,1
"958","KS","Mitchell County",586,10.5,187,9
"959","KS","Montgomery County",5142,17.3,1397,7
"960","KS","Morris County",611,11.7,193,8
"961","KS","Morton County",303,12,119,9
"962","KS","Nemaha County",830,8.4,228,9
"963","KS","Neosho County",2224,14.9,708,7
"964","KS","Ness County",257,10.2,76,9
"965","KS","Norton County",608,13.9,176,9
"966","KS","Osage County",1688,10.8,478,3
"967","KS","Osborne County",401,12.1,121,9
"968","KS","Ottawa County",581,10.2,152,9
"969","KS","Pawnee County",685,12.8,147,9
"970","KS","Phillips County",474,10.1,144,9
"971","KS","Pottawatomie County",2046,7.9,627,3
"972","KS","Pratt County",815,9.5,275,7
"973","KS","Rawlins County",264,10.9,70,9
"974","KS","Reno County",6928,11.8,1905,4
"975","KS","Republic County",542,11.9,167,9
"976","KS","Rice County",923,10.6,325,9
"977","KS","Riley County",10892,18,1461,3
"978","KS","Rooks County",514,11.2,146,9
"979","KS","Rush County",341,12.4,92,9
"980","KS","Russell County",868,13.1,261,9
"981","KS","Saline County",5902,11.5,1620,5
"982","KS","Scott County",381,7.9,112,9
"983","KS","Sedgwick County",70379,13.6,22309,2
"984","KS","Seward County",2975,14.4,1198,7
"985","KS","Shawnee County",21878,12.6,5317,3
"986","KS","Sheridan County",261,11,69,9
"987","KS","Sherman County",768,13.7,253,9
"988","KS","Smith County",421,11.9,110,9
"989","KS","Stafford County",532,14,154,9
"990","KS","Stanton County",201,10.7,71,9
"991","KS","Stevens County",524,10.5,212,9
"992","KS","Sumner County",2464,11.2,711,2
"993","KS","Thomas County",699,9.4,164,7
"994","KS","Trego County",289,10.7,64,9
"995","KS","Wabaunsee County",613,9,164,3
"996","KS","Wallace County",198,13.4,93,9
"997","KS","Washington County",611,11.3,163,9
"998","KS","Wichita County",215,10.5,72,9
"999","KS","Wilson County",1179,14.3,359,9
"1000","KS","Woodson County",425,13.9,118,9
"1001","KS","Wyandotte County",27891,17.1,9486,1
"1002","KY","Adair County",3978,22.1,1025,7
"1003","KY","Allen County",3549,16.4,1058,3
"1004","KY","Anderson County",2200,9,680,6
"1005","KY","Ballard County",1075,14.4,332,3
"1006","KY","Barren County",7951,18,2346,6
"1007","KY","Bath County",2289,17.8,859,8
"1008","KY","Bell County",6547,28.9,1947,7
"1009","KY","Boone County",10333,7.4,2963,1
"1010","KY","Bourbon County",2832,14.2,826,2
"1011","KY","Boyd County",8249,18.1,2272,2
"1012","KY","Boyle County",4115,14.7,1127,7
"1013","KY","Bracken County",1198,14.3,376,1
"1014","KY","Breathitt County",3850,30.3,995,9
"1015","KY","Breckinridge County",3419,16.5,1024,8
"1016","KY","Bullitt County",7130,8.4,1850,1
"1017","KY","Butler County",1828,15,536,3
"1018","KY","Caldwell County",1940,15.8,609,7
"1019","KY","Calloway County",6130,17.6,1355,7
"1020","KY","Campbell County",9417,10.3,2235,1
"1021","KY","Carlisle County",600,12.9,202,3
"1022","KY","Carroll County",1736,16.2,651,6
"1023","KY","Carter County",4922,19.2,1401,2
"1024","KY","Casey County",3268,21.1,989,9
"1025","KY","Christian County",11900,17.8,4656,2
"1026","KY","Clark County",3979,10.8,1332,2
"1027","KY","Clay County",6673,37.2,2132,9
"1028","KY","Clinton County",2120,23.6,627,9
"1029","KY","Crittenden County",1560,17.9,522,8
"1030","KY","Cumberland County",1364,23.1,425,9
"1031","KY","Daviess County",16349,16.2,5175,3
"1032","KY","Edmonson County",1968,16,477,3
"1033","KY","Elliott County",1575,25.8,339,8
"1034","KY","Estill County",3136,22.7,758,8
"1035","KY","Fayette County",48315,15.7,11912,2
"1036","KY","Fleming County",2774,18.1,798,9
"1037","KY","Floyd County",9052,26.5,2328,7
"1038","KY","Franklin County",5883,11.8,1613,4
"1039","KY","Fulton County",1497,25.9,480,9
"1040","KY","Gallatin County",1134,13.1,366,1
"1041","KY","Garrard County",3104,17.6,940,8
"1042","KY","Grant County",3268,13,1177,1
"1043","KY","Graves County",6322,17.6,2065,6
"1044","KY","Grayson County",4611,17.8,1453,6
"1045","KY","Green County",1995,17.6,551,8
"1046","KY","Greenup County",5522,15.9,1245,2
"1047","KY","Hancock County",1049,11.9,277,8
"1048","KY","Hardin County",15567,14.2,4798,3
"1049","KY","Harlan County",7364,29.7,2088,7
"1050","KY","Harrison County",2651,13.9,733,6
"1051","KY","Hart County",3438,17.7,1026,8
"1052","KY","Henderson County",5699,13.2,1677,4
"1053","KY","Henry County",2302,14.6,684,1
"1054","KY","Hickman County",807,18.7,231,8
"1055","KY","Hopkins County",7018,16,1958,5
"1056","KY","Jackson County",3110,23.9,849,9
"1057","KY","Jefferson County",122737,16.2,36206,1
"1058","KY","Jessamine County",5485,10.3,1739,2
"1059","KY","Johnson County",5434,25,1363,7
"1060","KY","Kenton County",17971,10.6,5335,1
"1061","KY","Knott County",3401,26.1,841,9
"1062","KY","Knox County",10115,35,2941,7
"1063","KY","Larue County",2437,16.1,738,3
"1064","KY","Laurel County",13527,21.8,3882,5
"1065","KY","Lawrence County",3262,20.6,937,2
"1066","KY","Lee County",1918,31.1,463,9
"1067","KY","Leslie County",2541,26.7,633,9
"1068","KY","Letcher County",4794,23.8,1251,9
"1069","KY","Lewis County",2816,22.1,854,8
"1070","KY","Lincoln County",4680,19.1,1364,9
"1071","KY","Livingston County",1263,14.3,405,3
"1072","KY","Logan County",4137,14.8,1177,6
"1073","KY","Lyon County",1169,15.9,225,8
"1074","KY","McCracken County",10425,15.7,3027,3
"1075","KY","McCreary County",5471,35.9,1500,9
"1076","KY","McLean County",1320,14.7,360,3
"1077","KY","Madison County",12655,13.8,3329,4
"1078","KY","Magoffin County",3239,29.2,872,9
"1079","KY","Marion County",2826,14.6,803,6
"1080","KY","Marshall County",4308,13.8,1067,8
"1081","KY","Martin County",4492,48.1,1100,8
"1082","KY","Mason County",2814,17,801,6
"1083","KY","Meade County",3485,11.7,892,1
"1084","KY","Menifee County",1558,25.1,408,9
"1085","KY","Mercer County",3049,13.4,868,6
"1086","KY","Metcalfe County",2505,24.2,875,9
"1087","KY","Monroe County",2645,23.7,779,8
"1088","KY","Montgomery County",4106,14.6,1198,6
"1089","KY","Morgan County",3019,24.7,700,9
"1090","KY","Muhlenberg County",5786,20.2,1587,6
"1091","KY","Nelson County",6100,12.9,1728,1
"1092","KY","Nicholas County",1296,17.2,468,8
"1093","KY","Ohio County",3715,16,1077,6
"1094","KY","Oldham County",3801,5.8,842,1
"1095","KY","Owen County",1726,15.4,435,8
"1096","KY","Owsley County",1294,33.1,378,9
"1097","KY","Pendleton County",1945,13.2,586,1
"1098","KY","Perry County",7849,29.7,2273,7
"1099","KY","Pike County",12737,23.4,3104,7
"1100","KY","Powell County",2782,22.1,855,8
"1101","KY","Pulaski County",11056,17,3152,5
"1102","KY","Robertson County",442,19.6,144,8
"1103","KY","Rockcastle County",3446,21.8,869,9
"1104","KY","Rowan County",5199,24,1100,6
"1105","KY","Russell County",4008,22.3,1032,9
"1106","KY","Scott County",5883,10,1801,2
"1107","KY","Shelby County",5582,11.6,1443,1
"1108","KY","Simpson County",2691,13.7,828,6
"1109","KY","Spencer County",1426,7,358,1
"1110","KY","Taylor County",4863,19.4,1357,7
"1111","KY","Todd County",2011,16.3,753,8
"1112","KY","Trigg County",1939,13.6,605,2
"1113","KY","Trimble County",1128,13.2,312,8
"1114","KY","Union County",1866,14.5,494,8
"1115","KY","Warren County",19312,14.2,4810,3
"1116","KY","Washington County",1582,13.1,463,8
"1117","KY","Wayne County",4808,25,1382,7
"1118","KY","Webster County",1901,15.4,582,9
"1119","KY","Whitley County",9399,26.9,3162,7
"1120","KY","Wolfe County",1753,28.6,542,9
"1121","KY","Woodford County",2818,10.6,731,2
"1122","LA","Acadia Parish",13947,25,4484,2
"1123","LA","Allen Parish",3869,20.1,1174,6
"1124","LA","Ascension Parish",13963,10.7,4292,2
"1125","LA","Assumption Parish",3652,18.3,1073,2
"1126","LA","Avoyelles Parish",9590,27,3371,6
"1127","LA","Beauregard Parish",5596,15.7,1795,6
"1128","LA","Bienville Parish",3043,25.3,957,8
"1129","LA","Bossier Parish",17641,13.8,5979,2
"1130","LA","Caddo Parish",50737,22.8,16398,2
"1131","LA","Calcasieu Parish",35387,17.6,12506,2
"1132","LA","Caldwell Parish",1757,20.3,583,8
"1133","LA","Cameron Parish",655,13.8,194,2
"1134","LA","Catahoula Parish",2368,30,833,9
"1135","LA","Claiborne Parish",3462,29.2,974,9
"1136","LA","Concordia Parish",4231,25.2,1407,6
"1137","LA","De Soto Parish",4729,17.7,1537,2
"1138","LA","East Baton Rouge Parish",86425,20,24867,2
"1139","LA","East Carroll Parish",2398,46.5,707,8
"1140","LA","East Feliciana Parish",3328,19.9,764,2
"1141","LA","Evangeline Parish",6730,22.2,2227,6
"1142","LA","Franklin Parish",4534,23.9,1746,6
"1143","LA","Grant Parish",3862,20.4,1139,3
"1144","LA","Iberia Parish",14791,22.1,5555,4
"1145","LA","Iberville Parish",5422,20.2,1930,2
"1146","LA","Jackson Parish",2716,19.4,848,6
"1147","LA","Jefferson Parish",71376,17.1,21300,1
"1148","LA","Jefferson Davis Parish",5489,17.8,1813,2
"1149","LA","Lafayette Parish",41666,16.9,12655,2
"1150","LA","Lafourche Parish",17950,19.4,5444,3
"1151","LA","La Salle Parish",2555,20,752,8
"1152","LA","Lincoln Parish",12090,28.4,2545,4
"1153","LA","Livingston Parish",20924,14.1,6837,2
"1154","LA","Madison Parish",2880,34.1,1087,6
"1155","LA","Morehouse Parish",7127,31.3,2455,3
"1156","LA","Natchitoches Parish",8290,24.3,2368,6
"1157","LA","Orleans Parish",80769,23.1,22768,1
"1158","LA","Ouachita Parish",32634,21.4,11146,3
"1159","LA","Plaquemines Parish",3376,15.6,1041,1
"1160","LA","Pointe Coupee Parish",3978,20.1,1167,2
"1161","LA","Rapides Parish",24624,19.9,8009,3
"1162","LA","Red River Parish",1753,24.5,573,8
"1163","LA","Richland Parish",4723,25.1,1709,3
"1164","LA","Sabine Parish",4164,19.3,1217,8
"1165","LA","St. Bernard Parish",7958,18,2903,1
"1166","LA","St. Charles Parish",6468,12.9,2259,1
"1167","LA","St. Helena Parish",2421,22.8,748,2
"1168","LA","St. James Parish",2879,15.1,957,1
"1169","LA","St. John the Baptist Parish",6589,16.8,2601,1
"1170","LA","St. Landry Parish",18651,23.2,6398,4
"1171","LA","St. Martin Parish",9158,18.1,3217,2
"1172","LA","St. Mary Parish",9901,21.4,3501,4
"1173","LA","St. Tammany Parish",32491,11.9,9249,2
"1174","LA","Tangipahoa Parish",25447,19,8767,3
"1175","LA","Tensas Parish",1158,30.8,361,9
"1176","LA","Terrebonne Parish",16450,16.1,5575,3
"1177","LA","Union Parish",3701,18.3,1226,3
