"","State","County","Poverty_All_Ages_2023","Poverty_Pct_All_Ages_2023","Poverty_0to17_2023","Rural_Urban_Code_2023"
"2545","TX","Bell County",44369,11.5,16740,2
"2546","TX","Bexar County",301255,14.7,96040,1
"2547","TX","Blanco County",1104,8.5,286,8
"2548","TX","Borden County",68,11.9,21,9
"2549","TX","Bosque County",2201,11.7,751,2
"2550","TX","Bowie County",12857,14.8,4187,3
"2551","TX","Brazoria County",36476,9.4,12074,1
"2552","TX","Brazos County",52926,23.7,9246,2
"2553","TX","Brewster County",1233,13.7,313,7
"2554","TX","Briscoe County",200,13.9,68,8
"2555","TX","Brooks County",1892,29.7,773,9
"2556","TX","Brown County",5455,14.8,1646,5
"2557","TX","Burleson County",2680,13.9,900,2
"2558","TX","Burnet County",5227,9.9,1500,6
"2559","TX","Caldwell County",6601,13.7,2172,1
"2560","TX","Calhoun County",2826,14.6,979,6
"2561","TX","Callahan County",1814,12.7,548,3
"2562","TX","Cameron County",99161,23.5,40331,2
"2563","TX","Camp County",2271,17.6,910,8
"2564","TX","Carson County",532,9.1,173,2
"2565","TX","Cass County",4675,16.5,1503,6
"2566","TX","Castro County",1256,17.7,455,9
"2567","TX","Chambers County",4617,8.6,1520,1
"2568","TX","Cherokee County",9420,18.9,3614,6
"2569","TX","Childress County",1086,19.9,301,9
"2570","TX","Clay County",1247,11.7,369,3
"2571","TX","Cochran County",546,22,223,2
"2572","TX","Coke County",424,13,135,8
"2573","TX","Coleman County",1375,17.7,436,8
"2574","TX","Collin County",75716,6.4,19071,1
"2575","TX","Collingsworth County",481,18.9,210,9
"2576","TX","Colorado County",2989,14.5,1104,8
"2577","TX","Comal County",13677,7.1,3843,1
"2578","TX","Comanche County",2435,17.6,843,9
"2579","TX","Concho County",496,22.2,105,8
"2580","TX","Cooke County",5374,12.5,1880,6
"2581","TX","Coryell County",8877,12.2,2988,2
"2582","TX","Cottle County",260,20.1,87,9
"2583","TX","Crane County",522,11.7,208,8
"2584","TX","Crockett County",430,15.3,155,8
"2585","TX","Crosby County",1050,21.7,413,2
"2586","TX","Culberson County",448,20.5,173,9
"2587","TX","Dallam County",876,12.2,389,7
"2588","TX","Dallas County",354670,13.8,124174,1
"2589","TX","Dawson County",2030,19.7,770,6
"2590","TX","Deaf Smith County",2990,16.5,1262,6
"2591","TX","Delta County",824,15.1,296,8
"2592","TX","Denton County",60723,6.1,13484,1
"2593","TX","DeWitt County",3363,18.3,1091,6
"2594","TX","Dickens County",313,18.4,87,8
"2595","TX","Dimmit County",2202,27.3,848,7
"2596","TX","Donley County",494,16.9,163,8
"2597","TX","Duval County",2576,29.1,1043,9
"2598","TX","Eastland County",2822,16.3,928,8
"2599","TX","Ector County",18966,11.7,7130,3
"2600","TX","Edwards County",272,19.7,102,9
"2601","TX","Ellis County",16224,7.4,5182,1
"2602","TX","El Paso County",157986,18.5,52652,2
"2603","TX","Erath County",6382,15.8,1567,5
"2604","TX","Falls County",3104,20.1,915,2
"2605","TX","Fannin County",4900,14.2,1504,6
"2606","TX","Fayette County",2324,9.3,676,6
"2607","TX","Fisher County",514,14.3,159,8
"2608","TX","Floyd County",1029,20.3,412,8
"2609","TX","Foard County",176,16.8,58,9
"2610","TX","Fort Bend County",77408,8.5,24243,1
"2611","TX","Franklin County",1502,14.1,483,9
"2612","TX","Freestone County",2890,15.4,943,9
"2613","TX","Frio County",3886,25.6,1449,6
"2614","TX","Gaines County",2984,13.4,1551,6
"2615","TX","Galveston County",41008,11.5,12366,1
"2616","TX","Garza County",749,18.5,235,2
"2617","TX","Gillespie County",2730,10,697,7
"2618","TX","Glasscock County",92,8.1,23,8
"2619","TX","Goliad County",977,13.8,309,3
"2620","TX","Gonzales County",3460,17.6,1289,6
"2621","TX","Gray County",3346,17.3,1164,6
"2622","TX","Grayson County",15810,10.9,5154,3
"2623","TX","Gregg County",19723,16,7337,2
"2624","TX","Grimes County",4398,14.9,1521,6
"2625","TX","Guadalupe County",15187,8.1,4731,1
"2626","TX","Hale County",5742,19.3,2346,4
"2627","TX","Hall County",614,22.1,221,9
"2628","TX","Hamilton County",1160,13.7,395,8
"2629","TX","Hansford County",581,11.6,190,9
"2630","TX","Hardeman County",570,16.4,196,9
"2631","TX","Hardin County",6641,11.5,2176,2
"2632","TX","Harris County",764979,16,273708,1
"2633","TX","Harrison County",11735,17.2,3885,2
"2634","TX","Hartley County",365,8.5,93,9
"2635","TX","Haskell County",942,19.3,279,8
"2636","TX","Hays County",26595,9.8,5518,1
"2637","TX","Hemphill County",314,10.1,113,9
"2638","TX","Henderson County",14343,16.9,4286,4
"2639","TX","Hidalgo County",239489,26.9,101192,2
"2640","TX","Hill County",5329,14.2,1670,6
"2641","TX","Hockley County",3183,15.1,1109,2
"2642","TX","Hood County",5455,8.1,1618,4
"2643","TX","Hopkins County",4905,13,1711,6
"2644","TX","Houston County",4280,21.8,1261,7
"2645","TX","Howard County",5079,18,1506,4
"2646","TX","Hudspeth County",777,32,154,2
"2647","TX","Hunt County",13951,12.7,4716,1
"2648","TX","Hutchinson County",2809,14.3,814,6
"2649","TX","Irion County",137,8.9,35,3
"2650","TX","Jack County",1051,13.2,333,8
"2651","TX","Jackson County",2079,14,737,6
"2652","TX","Jasper County",5326,16.6,1776,6
"2653","TX","Jeff Davis County",238,12.8,21,9
"2654","TX","Jefferson County",47706,20.1,14362,2
"2655","TX","Jim Hogg County",1142,24.6,494,8
"2656","TX","Jim Wells County",8100,21.2,3096,6
"2657","TX","Johnson County",19799,9.9,6558,1
"2658","TX","Jones County",3034,20.5,737,3
"2659","TX","Karnes County",2781,23.6,787,8
"2660","TX","Kaufman County",17588,9.6,7068,1
"2661","TX","Kendall County",3408,6.9,967,1
"2662","TX","Kenedy County",51,14.9,11,9
"2663","TX","Kent County",79,11.6,25,9
"2664","TX","Kerr County",6235,12,1870,4
"2665","TX","Kimble County",769,17.4,280,9
"2666","TX","King County",21,9.7,5,9
"2667","TX","Kinney County",567,21,142,9
"2668","TX","Kleberg County",6341,22.1,2071,4
"2669","TX","Knox County",657,20.5,284,9
"2670","TX","Lamar County",9670,19.2,3565,5
"2671","TX","Lamb County",2291,18.3,864,6
"2672","TX","Lampasas County",2645,11.5,828,2
"2673","TX","La Salle County",1378,27.1,381,8
"2674","TX","Lavaca County",2513,12.5,774,8
"2675","TX","Lee County",2002,11.2,584,8
"2676","TX","Leon County",2256,13.7,800,8
"2677","TX","Liberty County",14974,14.5,6605,1
"2678","TX","Limestone County",3819,18,1254,6
"2679","TX","Lipscomb County",362,12.6,121,9
"2680","TX","Live Oak County",1686,17,505,8
"2681","TX","Llano County",2655,11.7,740,7
"2682","TX","Loving County",2,4.7,1,9
"2683","TX","Lubbock County",52974,17.1,14651,2
"2684","TX","Lynn County",954,16.7,339,2
"2685","TX","McCulloch County",1359,18.5,427,9
"2686","TX","McLennan County",43162,16.7,12738,2
"2687","TX","McMullen County",70,12.4,22,8
"2688","TX","Madison County",2108,18.3,684,8
"2689","TX","Marion County",2047,21.7,570,8
"2690","TX","Martin County",616,11.9,260,3
"2691","TX","Mason County",486,12.4,150,9
"2692","TX","Matagorda County",6434,17.9,2464,6
"2693","TX","Maverick County",13047,22.8,5153,3
"2694","TX","Medina County",6871,13.1,2215,1
"2695","TX","Menard County",385,20,125,9
"2696","TX","Midland County",19221,10.9,7081,3
"2697","TX","Milam County",4056,15.9,1290,6
"2698","TX","Mills County",638,14.7,189,9
"2699","TX","Mitchell County",1447,21.1,401,7
"2700","TX","Montague County",2856,13.4,842,6
"2701","TX","Montgomery County",71419,10.1,24468,1
"2702","TX","Moore County",2839,13.5,1375,7
"2703","TX","Morris County",2304,19.3,828,8
"2704","TX","Motley County",171,16.8,56,8
"2705","TX","Nacogdoches County",11954,19.6,3704,5
"2706","TX","Navarro County",8526,15.7,3168,4
"2707","TX","Newton County",2220,18.5,630,8
"2708","TX","Nolan County",2856,20.4,982,6
"2709","TX","Nueces County",59695,17.3,20246,2
"2710","TX","Ochiltree County",1074,11.1,441,7
"2711","TX","Oldham County",198,12.3,61,2
"2712","TX","Orange County",12295,14.5,4171,2
"2713","TX","Palo Pinto County",4970,16.9,1791,6
"2714","TX","Panola County",3072,13.6,981,6
"2715","TX","Parker County",14141,8.2,3893,1
"2716","TX","Parmer County",1278,13.4,459,9
"2717","TX","Pecos County",2686,21.2,857,7
"2718","TX","Polk County",9090,18.1,3289,6
"2719","TX","Potter County",19265,17.8,6877,2
"2720","TX","Presidio County",1314,22.9,550,9
"2721","TX","Rains County",1782,13.8,527,8
"2722","TX","Randall County",12644,8.7,3707,2
"2723","TX","Reagan County",335,10.7,127,8
"2724","TX","Real County",438,15.7,166,9
"2725","TX","Red River County",2117,18.4,648,8
"2726","TX","Reeves County",1993,17.6,764,7
"2727","TX","Refugio County",1104,16.8,380,8
"2728","TX","Roberts County",75,9,23,9
"2729","TX","Robertson County",2909,17,1035,2
"2730","TX","Rockwall County",6600,5.1,2244,1
"2731","TX","Runnels County",1478,15.3,535,8
"2732","TX","Rusk County",6866,14.2,2021,2
"2733","TX","Sabine County",1451,14.5,546,9
"2734","TX","San Augustine County",1546,20.3,501,9
"2735","TX","San Jacinto County",4798,16.7,1546,1
"2736","TX","San Patricio County",12080,17.2,4593,2
"2737","TX","San Saba County",952,18.4,279,9
"2738","TX","Schleicher County",377,16,127,8
"2739","TX","Scurry County",2397,15.7,888,7
"2740","TX","Shackelford County",409,12.8,136,8
"2741","TX","Shelby County",4321,18,1509,7
"2742","TX","Sherman County",339,12.8,125,9
"2743","TX","Smith County",31655,13.2,9915,3
"2744","TX","Somervell County",858,8.8,264,8
"2745","TX","Starr County",18868,28.8,7832,4
"2746","TX","Stephens County",1545,18.4,497,7
"2747","TX","Sterling County",156,11.5,60,8
"2748","TX","Stonewall County",184,15.9,58,9
"2749","TX","Sutton County",432,13.4,143,9
"2750","TX","Swisher County",1223,19.4,457,8
"2751","TX","Tarrant County",236391,11,76911,1
"2752","TX","Taylor County",18753,13.3,5418,3
"2753","TX","Terrell County",128,18.6,28,9
"2754","TX","Terry County",2117,19.3,963,6
"2755","TX","Throckmorton County",199,13.1,76,9
"2756","TX","Titus County",4883,15.7,1754,7
"2757","TX","Tom Green County",16827,14.6,4747,3
"2758","TX","Travis County",133858,10.2,31080,1
"2759","TX","Trinity County",2664,18.9,798,8
"2760","TX","Tyler County",3326,18.5,915,8
"2761","TX","Upshur County",5937,13.9,1879,2
"2762","TX","Upton County",465,15.3,173,8
"2763","TX","Uvalde County",5056,21,2115,6
"2764","TX","Val Verde County",9234,20.2,3965,5
"2765","TX","Van Zandt County",7603,12,2431,8
"2766","TX","Victoria County",12747,14.1,4522,3
"2767","TX","Walker County",13745,22.4,2657,4
"2768","TX","Waller County",7962,13.9,2755,1
"2769","TX","Ward County",1529,14.1,578,6
"2770","TX","Washington County",5020,14.5,1555,6
"2771","TX","Webb County",59745,22.5,25983,2
"2772","TX","Wharton County",6298,15.3,2220,4
"2773","TX","Wheeler County",676,14.3,248,9
"2774","TX","Wichita County",20955,17.6,6923,3
"2775","TX","Wilbarger County",2065,16.9,647,6
"2776","TX","Willacy County",4817,27.8,1612,6
"2777","TX","Williamson County",44506,6.4,11725,1
"2778","TX","Wilson County",5312,9.9,1733,1
"2779","TX","Winkler County",991,13.5,371,6
"2780","TX","Wise County",7217,9.4,2299,1
"2781","TX","Wood County",7060,15.2,1925,6
"2782","TX","Yoakum County",960,13,414,9
"2783","TX","Young County",2590,14.5,862,7
"2784","TX","Zapata County",4134,30.4,1877,6
"2785","TX","Zavala County",2677,28.9,1157,7
"2786","UT","Beaver County",674,9.9,289,9
"2787","UT","Box Elder County",5272,8.5,1667,4
"2788","UT","Cache County",14667,10.7,3353,3
"2789","UT","Carbon County",2853,14,860,7
"2790","UT","Daggett County",75,7.6,17,9
"2791","UT","Davis County",22191,6,6257,2
"2792","UT","Duchesne County",2513,12.4,865,7
"2793","UT","Emery County",1092,10.8,373,9
"2794","UT","Garfield County",521,10,171,9
"2795","UT","Grand County",1018,10.6,294,7
"2796","UT","Iron County",7283,11.6,2319,4
"2797","UT","Juab County",1057,8.2,433,2
"2798","UT","Kane County",730,8.9,248,8
"2799","UT","Millard County",1232,9.3,537,9
"2800","UT","Morgan County",561,4.3,184,2
"2801","UT","Piute County",218,14.1,79,9
"2802","UT","Rich County",203,7.6,82,8
"2803","UT","Salt Lake County",110632,9.5,30453,1
"2804","UT","San Juan County",2651,18.8,903,9
"2805","UT","Sanpete County",3537,12.9,962,6
"2806","UT","Sevier County",2345,10.7,824,7
"2807","UT","Summit County",2158,5.1,464,4
"2808","UT","Tooele County",5573,6.8,1899,1
"2809","UT","Uintah County",4165,11.1,1441,7
"2810","UT","Utah County",63310,9,16676,2
"2811","UT","Wasatch County",1848,5,584,4
"2812","UT","Washington County",21205,10.6,6105,3
"2813","UT","Wayne County",299,11.4,99,9
"2814","UT","Weber County",22794,8.5,6658,2
"2815","VT","Addison County",3010,8.7,507,6
"2816","VT","Bennington County",4272,11.9,946,6
"2817","VT","Caledonia County",4192,14,868,9
"2818","VT","Chittenden County",12459,7.8,1732,3
"2819","VT","Essex County",864,14.4,201,9
"2820","VT","Franklin County",4955,9.9,1139,3
"2821","VT","Grand Isle County",650,8.7,151,3
"2822","VT","Lamoille County",2461,9.6,562,8
"2823","VT","Orange County",2851,9.7,586,9
"2824","VT","Orleans County",3764,14.1,910,9
"2825","VT","Rutland County",6900,11.8,1248,7
"2826","VT","Washington County",5022,8.6,847,4
"2827","VT","Windham County",4506,10.1,834,7
"2828","VT","Windsor County",5686,9.9,983,7
"2829","VA","Accomack County",5690,17.3,1597,9
"2830","VA","Albemarle County",8610,8,1896,3
"2831","VA","Alleghany County",1986,13.9,484,6
"2832","VA","Amelia County",1336,10,390,1
"2833","VA","Amherst County",3833,12.5,992,2
"2834","VA","Appomattox County",1917,11.4,576,2
"2835","VA","Arlington County",16535,7.1,3316,1
"2836","VA","Augusta County",6143,8.2,1413,3
"2837","VA","Bath County",418,10.5,99,9
"2838","VA","Bedford County",8029,9.9,1873,2
"2839","VA","Bland County",764,13.9,134,8
"2840","VA","Botetourt County",2131,6.3,469,2
"2841","VA","Brunswick County",2856,20.8,651,8
"2842","VA","Buchanan County",4049,22.8,809,9
"2843","VA","Buckingham County",2682,18.1,657,8
"2844","VA","Campbell County",6736,12.4,1844,2
"2845","VA","Caroline County",2993,9.3,876,8
"2846","VA","Carroll County",4675,16.1,1127,6
"2847","VA","Charles City County",748,11.3,164,1
"2848","VA","Charlotte County",2324,20.8,795,8
"2849","VA","Chesterfield County",26042,6.9,7512,1
"2850","VA","Clarke County",1103,7.3,228,1
"2851","VA","Craig County",596,12.3,150,2
"2852","VA","Culpeper County",5106,9.6,1598,1
"2853","VA","Cumberland County",1399,14.2,424,8
"2854","VA","Dickenson County",2563,19.4,596,9
"2855","VA","Dinwiddie County",3281,11.8,948,1
"2856","VA","Essex County",1359,13,382,8
"2857","VA","Fairfax County",69309,6.1,18523,1
"2858","VA","Fauquier County",4570,6.1,1122,1
"2859","VA","Floyd County",1720,11.1,436,3
"2860","VA","Fluvanna County",2080,7.6,502,3
"2861","VA","Franklin County",6224,11.4,1595,2
"2862","VA","Frederick County",7040,7.4,1746,3
"2863","VA","Giles County",1835,11.3,474,3
"2864","VA","Gloucester County",3153,7.9,863,1
"2865","VA","Goochland County",1757,6.7,355,1
"2866","VA","Grayson County",2336,16.4,574,9
"2867","VA","Greene County",1888,8.9,552,3
"2868","VA","Greensville County",2136,27.3,468,6
"2869","VA","Halifax County",6453,19.7,1828,6
"2870","VA","Hanover County",5891,5.3,1410,1
"2871","VA","Henrico County",30898,9.4,8731,1
"2872","VA","Henry County",8257,16.9,2326,4
"2873","VA","Highland County",300,12.9,69,8
"2874","VA","Isle of Wight County",2952,7.3,839,1
"2875","VA","James City County",5859,7.2,1328,1
"2876","VA","King and Queen County",854,12.7,206,1
"2877","VA","King George County",1778,6.3,511,8
"2878","VA","King William County",1336,7.1,365,1
"2879","VA","Lancaster County",1342,12.6,345,9
"2880","VA","Lee County",5053,25,1114,8
"2881","VA","Loudoun County",17860,4.1,4527,1
"2882","VA","Louisa County",3819,9.4,1056,8
"2883","VA","Lunenburg County",2106,19.1,541,9
"2884","VA","Madison County",1409,10.1,363,8
"2885","VA","Mathews County",781,9.2,193,1
"2886","VA","Mecklenburg County",4346,14.6,1161,7
"2887","VA","Middlesex County",1363,12.9,337,8
"2888","VA","Montgomery County",20853,23.8,1853,3
"2889","VA","Nelson County",2021,13.8,454,3
"2890","VA","New Kent County",1420,5.6,344,1
"2891","VA","Northampton County",2064,17.5,577,8
"2892","VA","Northumberland County",1498,12.1,380,9
"2893","VA","Nottoway County",2424,17.8,705,8
"2894","VA","Orange County",3076,8,991,6
"2895","VA","Page County",3343,14.2,773,8
"2896","VA","Patrick County",2466,14.4,588,8
"2897","VA","Pittsylvania County",7968,13.7,1713,4
"2898","VA","Powhatan County",1882,6.1,390,1
"2899","VA","Prince Edward County",4430,25.1,982,6
"2900","VA","Prince George County",3805,11.3,944,1
"2901","VA","Prince William County",32529,6.7,10426,1
"2902","VA","Pulaski County",5365,16.5,1357,3
"2903","VA","Rappahannock County",663,9,162,1
"2904","VA","Richmond County",1191,15.6,360,9
"2905","VA","Roanoke County",6804,7.2,1508,2
"2906","VA","Rockbridge County",2480,11.4,540,6
"2907","VA","Rockingham County",8476,10.1,2218,3
"2908","VA","Russell County",4685,18.5,1048,8
"2909","VA","Scott County",4226,20.5,859,2
"2910","VA","Shenandoah County",4444,9.9,1153,6
"2911","VA","Smyth County",4330,15.1,1081,7
"2912","VA","Southampton County",2195,13.3,574,6
"2913","VA","Spotsylvania County",9756,6.6,3339,1
"2914","VA","Stafford County",8608,5.3,2940,1
"2915","VA","Surry County",816,12.4,221,1
"2916","VA","Sussex County",1802,20.9,464,1
"2917","VA","Tazewell County",7838,21,2001,7
"2918","VA","Warren County",3773,9.3,915,1
"2919","VA","Washington County",6659,12.8,1467,2
"2920","VA","Westmoreland County",2355,12.5,704,8
"2921","VA","Wise County",5924,18.2,1343,7
"2922","VA","Wythe County",3757,13.5,1033,6
"2923","VA","York County",4527,6.5,1075,1
"2924","VA","Alexandria city",13057,8.5,3662,1
"2925","VA","Bristol city",3601,21.8,1019,2
"2926","VA","Buena Vista city",873,14.6,254,6
"2927","VA","Charlottesville city",8355,19.6,1344,3
"2928","VA","Chesapeake city",24815,10,7434,1
"2929","VA","Colonial Heights city",1889,10.4,694,1
"2930","VA","Covington city",966,17.7,321,6
"2931","VA","Danville city",9452,23.4,2701,4
"2932","VA","Emporia city",1055,20.1,466,6
"2933","VA","Fairfax city",1833,7.4,451,1
"2934","VA","Falls Church city",738,5.1,139,1
"2935","VA","Franklin city",1628,19.8,711,6
"2936","VA","Fredericksburg city",3384,12.7,1153,1
"2937","VA","Galax city",1350,20.8,515,6
"2938","VA","Hampton city",17827,13.4,5429,1
"2939","VA","Harrisonburg city",10414,23.8,1482,3
"2940","VA","Hopewell city",4489,20,1845,1
"2941","VA","Lexington city",1031,21.4,113,6
"2942","VA","Lynchburg city",13198,19.1,3412,2
"2943","VA","Manassas city",4559,10.7,2119,1
"2944","VA","Manassas Park city",1257,7.7,491,1
"2945","VA","Martinsville city",2999,22.5,1111,4
"2946","VA","Newport News city",27335,15.7,9340,1
"2947","VA","Norfolk city",38185,18.3,11516,1
"2948","VA","Norton city",712,20.6,229,7
"2949","VA","Petersburg city",6946,21.2,2535,1
"2950","VA","Poquoson city",725,5.8,189,1
"2951","VA","Portsmouth city",17578,18.7,5424,1
"2952","VA","Radford city",3562,26.4,381,3
"2953","VA","Richmond city",38475,17.6,10743,1
"2954","VA","Roanoke city",17522,18.4,5624,2
"2955","VA","Salem city",2459,10.4,633,2
"2956","VA","Staunton city",2776,11.3,800,3
"2957","VA","Suffolk city",11033,11.1,3463,1
"2958","VA","Virginia Beach city",38630,8.7,10841,1
"2959","VA","Waynesboro city",2940,12.9,1005,3
"2960","VA","Williamsburg city",2058,18.8,363,1
"2961","VA","Winchester city",4286,16.2,1319,3
"2962","WA","Adams County",3107,15.1,1438,6
"2963","WA","Asotin County",3323,14.9,790,3
"2964","WA","Benton County",23890,11.2,7063,2
"2965","WA","Chelan County",8086,10.2,2274,3
"2966","WA","Clallam County",9120,11.9,1953,5
"2967","WA","Clark County",38572,7.5,9497,1
"2968","WA","Columbia County",546,13.6,132,8
"2969","WA","Cowlitz County",14756,13.2,4098,3
"2970","WA","Douglas County",5281,11.8,1620,3
"2971","WA","Ferry County",1275,17.2,362,8
"2972","WA","Franklin County",12341,12.8,4465,2
"2973","WA","Garfield County",331,14.1,87,8
"2974","WA","Grant County",15448,15.2,5035,5
"2975","WA","Grays Harbor County",11317,15.1,2830,4
"2976","WA","Island County",7234,8.6,1502,4
"2977","WA","Jefferson County",3674,11,600,6
"2978","WA","King County",197703,8.8,44537,1
"2979","WA","Kitsap County",23273,8.7,5066,2
"2980","WA","Kittitas County",6869,15.2,975,4
"2981","WA","Klickitat County",2786,11.9,707,9
"2982","WA","Lewis County",11694,13.7,3052,4
"2983","WA","Lincoln County",1245,10.7,349,8
"2984","WA","Mason County",7953,12,2249,4
"2985","WA","Okanogan County",7229,16.7,2076,6
"2986","WA","Pacific County",3132,13.1,615,7
"2987","WA","Pend Oreille County",2047,14.4,604,8
"2988","WA","Pierce County",89696,9.9,23646,1
"2989","WA","San Juan County",1739,9.4,303,9
"2990","WA","Skagit County",12671,9.7,3291,3
"2991","WA","Skamania County",1382,11,320,1
"2992","WA","Snohomish County",73606,8.8,18569,1
"2993","WA","Spokane County",67235,12.5,14528,2
"2994","WA","Stevens County",5791,11.9,1736,2
"2995","WA","Thurston County",29265,9.9,6175,2
"2996","WA","Wahkiakum County",537,11.3,149,8
"2997","WA","Walla Walla County",8496,14.9,2069,3
"2998","WA","Whatcom County",29187,12.9,5058,3
"2999","WA","Whitman County",10515,24.8,1123,4
"3000","WA","Yakima County",40910,16.1,15200,2
"3001","WV","Barbour County",2920,20,760,9
"3002","WV","Berkeley County",14758,11.3,4015,2
"3003","WV","Boone County",4237,20.8,1032,3
"3004","WV","Braxton County",2298,19.7,527,8
"3005","WV","Brooke County",2910,14.1,622,3
"3006","WV","Cabell County",17413,19.8,4235,2
"3007","WV","Calhoun County",1260,21.3,262,8
"3008","WV","Clay County",1807,23.5,519,3
"3009","WV","Doddridge County",1233,18.9,214,9
"3010","WV","Fayette County",6262,16.7,1758,3
"3011","WV","Gilmer County",1477,26.4,265,9
"3012","WV","Grant County",1787,16.6,425,9
"3013","WV","Greenbrier County",5769,18.2,1313,6
"3014","WV","Hampshire County",3298,14.2,789,3
"3015","WV","Hancock County",3933,14.1,873,3
"3016","WV","Hardy County",1948,13.8,445,8
"3017","WV","Harrison County",9135,14.4,2087,5
"3018","WV","Jackson County",4041,14.8,1134,8
"3019","WV","Jefferson County",5262,9,1202,1
"3020","WV","Kanawha County",26860,15.6,6310,3
"3021","WV","Lewis County",2692,16.4,697,9
"3022","WV","Lincoln County",4251,21.7,980,8
"3023","WV","Logan County",5838,19.4,1470,6
"3024","WV","McDowell County",5571,36.2,1163,9
"3025","WV","Marion County",7962,14.7,2164,4
"3026","WV","Marshall County",4309,15.1,1033,3
"3027","WV","Mason County",4324,18,1145,6
"3028","WV","Mercer County",11203,19.7,3097,4
"3029","WV","Mineral County",3654,13.9,898,7
"3030","WV","Mingo County",6304,28.8,1520,8
"3031","WV","Monongalia County",18255,18.3,2188,3
"3032","WV","Monroe County",2013,16.4,491,8
"3033","WV","Morgan County",1865,10.7,465,2
"3034","WV","Nicholas County",4641,19.3,1088,8
"3035","WV","Ohio County",5689,14.5,1357,3
"3036","WV","Pendleton County",825,13.9,231,8
"3037","WV","Pleasants County",969,14.5,236,8
"3038","WV","Pocahontas County",1428,19.2,334,9
"3039","WV","Preston County",5297,17.3,1312,3
"3040","WV","Putnam County",5808,10.3,1370,2
"3041","WV","Raleigh County",12538,18.2,3105,3
"3042","WV","Randolph County",4700,18.9,1190,7
"3043","WV","Ritchie County",1433,17.7,386,8
"3044","WV","Roane County",2672,19.6,684,8
"3045","WV","Summers County",2387,22.6,520,8
"3046","WV","Taylor County",2238,14.1,557,6
"3047","WV","Tucker County",1137,17.6,210,9
"3048","WV","Tyler County",1486,19,408,9
"3049","WV","Upshur County",4112,18.3,1158,7
"3050","WV","Wayne County",6820,18.2,1593,2
"3051","WV","Webster County",2092,26.3,572,9
"3052","WV","Wetzel County",2388,17.4,677,7
"3053","WV","Wirt County",882,17.7,257,3
"3054","WV","Wood County",11200,13.7,3173,3
"3055","WV","Wyoming County",4331,21.5,1040,8
"3056","WI","Adams County",2669,13.2,558,8
"3057","WI","Ashland County",2185,14.1,546,7
"3058","WI","Barron County",4616,10,1085,6
"3059","WI","Bayfield County",1666,10,424,8
"3060","WI","Brown County",25827,9.7,6380,2
"3061","WI","Buffalo County",1359,10.2,321,8
"3062","WI","Burnett County",2279,13.5,568,8
"3063","WI","Calumet County",2419,4.6,595,3
"3064","WI","Chippewa County",5830,9,1525,3
"3065","WI","Clark County",4004,11.7,1594,8
"3066","WI","Columbia County",4496,7.9,1053,2
"3067","WI","Crawford County",2144,14,538,6
"3068","WI","Dane County",56180,10,8429,2
"3069","WI","Dodge County",7118,8.6,1568,4
"3070","WI","Door County",2654,8.8,466,6
"3071","WI","Douglas County",4097,9.5,987,2
"3072","WI","Dunn County",4652,10.9,911,6
"3073","WI","Eau Claire County",11136,10.8,2155,3
"3074","WI","Florence County",496,10.7,119,9
"3075","WI","Fond du Lac County",9301,9.2,2272,3
"3076","WI","Forest County",1452,15.8,374,9
"3077","WI","Grant County",6609,13.7,1660,6
"3078","WI","Green County",3040,8.3,742,2
"3079","WI","Green Lake County",1985,10.4,609,6
"3080","WI","Iowa County",2010,8.4,470,2
"3081","WI","Iron County",824,13.5,175,9
"3082","WI","Jackson County",2479,12.6,763,8
"3083","WI","Jefferson County",7607,9.3,1589,4
"3084","WI","Juneau County",3128,12.5,792,8
"3085","WI","Kenosha County",18389,11.3,5515,3
"3086","WI","Kewaunee County",1785,8.7,401,2
"3087","WI","La Crosse County",14068,12.1,2176,3
"3088","WI","Lafayette County",1884,11.2,568,8
"3089","WI","Langlade County",2595,13.6,658,6
"3090","WI","Lincoln County",2762,9.9,604,6
"3091","WI","Manitowoc County",7436,9.2,1812,4
"3092","WI","Marathon County",13122,9.6,3753,3
"3093","WI","Marinette County",4714,11.4,1222,6
"3094","WI","Marquette County",1827,11.6,470,8
"3095","WI","Menominee County",1154,27.4,603,9
"3096","WI","Milwaukee County",153720,17.1,49470,1
"3097","WI","Monroe County",5848,12.8,1965,4
"3098","WI","Oconto County",3401,8.6,801,2
"3099","WI","Oneida County",3076,8.2,751,7
"3100","WI","Outagamie County",11991,6.3,2752,3
"3101","WI","Ozaukee County",4403,4.8,712,1
"3102","WI","Pepin County",762,10.3,239,8
"3103","WI","Pierce County",3362,8.3,599,1
"3104","WI","Polk County",4120,9.1,1064,8
"3105","WI","Portage County",6697,9.8,1360,4
"3106","WI","Price County",1679,12,444,9
"3107","WI","Racine County",20528,10.7,6452,3
"3108","WI","Richland County",2206,13,563,8
"3109","WI","Rock County",18138,11.2,5310,3
"3110","WI","Rusk County",1910,13.7,584,8
"3111","WI","St. Croix County",5506,5.7,1212,1
"3112","WI","Sauk County",6097,9.4,1656,4
"3113","WI","Sawyer County",2734,15,613,9
"3114","WI","Shawano County",4659,11.5,1244,6
"3115","WI","Sheboygan County",10197,8.9,2917,3
"3116","WI","Taylor County",2254,11.3,703,8
"3117","WI","Trempealeau County",3590,11.8,1129,8
"3118","WI","Vernon County",3864,12.5,1445,3
